"WD05CD","WD05NM"
"41UFHR","Codsall North"
"41UFHS","Codsall South"
"41UFHT","Essington"
"41UFHU","Featherstone and Shareshill"
"41UFHW","Great Wyrley Landywood"
"41UFHX","Great Wyrley Town"
"41UFHY","Himley and Swindon"
"41UFHZ","Huntington and Hatherton"
"41UFJA","Kinver"
"41UFJB","Pattingham and Patshull"
"41UFJC","Penkridge North East and Acton Trussell"
"41UFJD","Penkridge South East"
"41UFJE","Penkridge West"
"41UFJF","Perton Dippons"
"41UFJG","Perton East"
"41UFJH","Perton Lakeside"
"41UFJJ","Trysull and Seisdon"
"41UFJK","Wheaton Aston, Bishopswood and Lapley"
"41UFJL","Wombourne North and Lower Penn"
"41UFJM","Wombourne South East"
"41UFJN","Wombourne South West"
"41UGGH","Barlaston and Oulton"
"41UGGJ","Baswich"
"41UGGK","Chartley"
"41UGGL","Church Eaton"
"41UGGM","Common"
"41UGGN","Coton"
"41UGGP","Eccleshall"
"41UGGQ","Forebridge"
"41UGGR","Fulford"
"41UGGS","Gnosall and Woodseaves"
"41UGGT","Haywood and Hixon"
"41UGGU","Highfields and Western Downs"
"41UGGW","Holmcroft"
"41UGGX","Littleworth"
"41UGGY","Manor"
"41UGGZ","Milford"
"41UGHA","Milwich"
"41UGHB","Penkside"
"41UGHC","Rowley"
"41UGHD","St. Michael's"
"41UGHE","Seighford"
"41UGHF","Stonefield and Christchurch"
"41UGHG","Swynnerton"
"41UGHH","Tillington"
"41UGHJ","Walton"
"41UGHK","Weeping Cross"
"41UHGF","Alton"
"41UHGG","Bagnall and Stanley"
"41UHGH","Biddulph East"
"41UHGJ","Biddulph Moor"
"41UHGK","Biddulph North"
"41UHGL","Biddulph South"
"41UHGM","Biddulph West"
"41UHGN","Brown Edge and Endon"
"41UHGP","Caverswall"
"41UHGQ","Cellarhead"
"41UHGR","Cheadle North East"
"41UHGS","Cheadle South East"
"41UHGT","Cheadle West"
"41UHGU","Checkley"
"41UHGW","Cheddleton"
"41UHGX","Churnet"
"41UHGY","Dane"
"41UHGZ","Forsbrook"
"41UHHA","Hamps Valley"
"41UHHB","Horton"
"41UHHC","Ipstones"
"41UHHD","Leek East"
"41UHHE","Leek North"
"41UHHF","Leek South"
"41UHHG","Leek West"
"41UHHH","Manifold"
"41UHHJ","Werrington"
"41UKFL","Amington"
"41UKFM","Belgrave"
"41UKFN","Bolehall"
"41UKFP","Castle"
"41UKFQ","Glascote"
"41UKFR","Mercian"
"41UKFS","Spital"
"41UKFT","Stonydelph"
"41UKFU","Trinity"
"41UKFW","Wilnecote"
"42UBGH","Alton"
"42UBGJ","Berners"
"42UBGK","Boxford"
"42UBGL","Brett Vale"
"42UBGM","Brook"
"42UBGN","Bures St Mary"
"42UBGP","Chadacre"
"42UBGQ","Dodnash"
"42UBGR","Glemsford and Stanstead"
"42UBGS","Great Cornard North"
"42UBGT","Great Cornard South"
"42UBGU","Hadleigh North"
"42UBGW","Hadleigh South"
"42UBGX","Holbrook"
"42UBGY","Lavenham"
"42UBGZ","Leavenheath"
"42UBHA","Long Melford"
"42UBHB","Lower Brett"
"42UBHC","Mid Samford"
"42UBHD","Nayland"
"42UBHE","North Cosford"
"42UBHF","Pinewood"
"42UBHG","South Cosford"
"42UBHH","Sudbury East"
"42UBHJ","Sudbury North"
"42UBHK","Sudbury South"
"42UBHL","Waldingfield"
"42UCFR","All Saints"
"42UCFS","Brandon East"
"42UCFT","Brandon West"
"42UCFU","Eriswell and The Rows"
"42UCFW","Exning"
"42UCFX","Great Heath"
"42UCFY","Iceni"
"42UCFZ","Lakenheath"
"42UCGA","Manor"
"42UCGB","Market"
"42UCGC","Red Lodge"
"42UCGD","St Mary's"
"42UCGE","Severals"
"42UCGF","South"
"42UDFS","Alexandra"
"42UDFT","Bixley"
"42UDFU","Bridge"
"42UDFW","Castle Hill"
"42UDFX","Gainsborough"
"42UDFY","Gipping"
"42UDFZ","Holywells"
"42UDGA","Priory Heath"
"42UDGB","Rushmere"
"42UDGC","St John's"
"42UDGD","St Margaret's"
"42UDGE","Sprites"
"42UDGF","Stoke Park"
"42UDGG","Westgate"
"42UDGH","Whitehouse"
"42UDGJ","Whitton"
"42UEGM","Bacton and Old Newton"
"42UEGN","Badwell Ash"
"42UEGP","Barking and Somersham"
"42UEGQ","Bramford and Blakenham"
"42UEGR","Claydon and Barham"
"42UEGS","Debenham"
"42UEGT","Elmswell and Norton"
"42UEGU","Eye"
"42UEGW","Fressingfield"
"42UEGX","Gislingham"
"42UEGY","Haughley and Wetherden"
"42UEGZ","Helmingham and Coddenham"
"42UEHA","Hoxne"
"42UEHB","Mendlesham"
"42UEHC","Needham Market"
"42UEHD","Onehouse"
"42UEHE","Palgrave"
"42UEHF","Rattlesden"
"42UEHG","Rickinghall and Walsham"
"42UEHH","Ringshall"
"42UEHJ","Stowmarket Central"
"42UEHK","Stowmarket North"
"42UEHL","Stowmarket South"
"42UEHM","Stowupland"
"42UEHN","Stradbroke and Laxfield"
"42UEHP","The Stonhams"
"42UEHQ","Thurston and Hessett"
"42UEHR","Wetheringsett"
"42UEHS","Woolpit"
"42UEHT","Worlingworth"
"42UFGL","Abbeygate"
"42UFGM","Bardwell"
"42UFGN","Barningham"
"42UFGP","Barrow"
"42UFGQ","Cavendish"
"42UFGR","Chedburgh"
"42UFGS","Clare"
"42UFGT","Eastgate"
"42UFGU","Fornham"
"42UFGW","Great Barton"
"42UFGX","Haverhill East"
"42UFGY","Haverhill North"
"42UFGZ","Haverhill South"
"42UFHA","Haverhill West"
"42UFHB","Horringer and Whelnetham"
"42UFHC","Hundon"
"42UFHD","Ixworth"
"42UFHE","Kedington"
"42UFHF","Minden"
"42UFHG","Moreton Hall"
"42UFHH","Northgate"
"42UFHJ","Pakenham"
"42UFHK","Risby"
"42UFHL","Risbygate"
"42UFHM","Rougham"
"42UFHN","St Olaves"
"42UFHP","Southgate"
"42UFHQ","Stanton"
"42UFHR","Westgate"
"42UFHS","Wickhambrook"
"42UFHT","Withersfield"
"42UGGW","Aldeburgh"
"42UGGX","Earl Soham"
"42UGGY","Farlingaye"
"42UGGZ","Felixstowe East"
"42UGHA","Felixstowe North"
"42UGHB","Felixstowe South"
"42UGHC","Felixstowe South East"
"42UGHD","Felixstowe West"
"42UGHE","Framlingham"
"42UGHF","Grundisburgh"
"42UGHG","Hacheston"
"42UGHH","Hollesley with Eyke"
"42UGHJ","Kesgrave East"
"42UGHK","Kesgrave West"
"42UGHL","Kyson"
"42UGHM","Leiston"
"42UGHN","Martlesham"
"42UGHP","Melton and Ufford"
"42UGHQ","Nacton"
"42UGHR","Orford and Tunstall"
"42UGHS","Otley"
"42UGHT","Peasenhall"
"42UGHU","Rendlesham"
"42UGHW","Riverside"
"42UGHX","Rushmere St Andrew"
"42UGHY","Saxmundham"
"42UGHZ","Seckford"
"42UGJA","Snape"
"42UGJB","Sutton"
"42UGJC","Trimleys with Kirton"
"42UGJD","Walberswick and Wenhaston"
"42UGJE","Wickham Market"
"42UGJF","Witnesham"
"42UGJG","Yoxford"
"42UHFY","Beccles North"
"42UHFZ","Beccles South"
"42UHGA","Blything"
"42UHGB","Bungay"
"42UHGC","Carlton"
"42UHGD","Carlton Colville"
"42UHGE","Gunton and Corton"
"42UHGF","Halesworth"
"42UHGG","Harbour"
"42UHGH","Kessingland"
"42UHGJ","Kirkley"
"42UHGK","Lothingland"
"42UHGL","Normanston"
"42UHGM","Oulton"
"42UHGN","Oulton Broad"
"42UHGP","Pakefield"
"42UHGQ","St Margaret's"
"42UHGR","Southwold and Reydon"
"42UHGS","The Saints"
"42UHGT","Wainford"
"42UHGU","Whitton"
"42UHGW","Worlingham"
"42UHGX","Wrentham"
"43UBFZ","Claygate"
"43UBGA","Cobham and Downside"
"43UBGB","Cobham Fairmile"
"43UBGC","Esher"
"43UBGD","Hersham North"
"43UBGE","Hersham South"
"43UBGF","Hinchley Wood"
"43UBGG","Long Ditton"
"43UBGH","Molesey East"
"43UBGJ","Molesey North"
"43UBGK","Molesey South"
"43UBGL","Oatlands Park"
"43UBGM","Oxshott and Stoke D'Abernon"
"43UBGN","St George's Hill"
"43UBGP","Thames Ditton"
"43UBGQ","Walton Ambleside"
"43UBGR","Walton Central"
"43UBGS","Walton North"
"43UBGT","Walton South"
"43UBGU","Weston Green"
"43UBGW","Weybridge North"
"43UBGX","Weybridge South"
"43UCFP","Auriol"
"43UCFQ","College"
"43UCFR","Court"
"43UCFS","Cuddington"
"43UCFT","Ewell"
"43UCFU","Ewell Court"
"43UCFW","Nonsuch"
"43UCFX","Ruxley"
"43UCFY","Stamford"
"43UCFZ","Stoneleigh"
"43UCGA","Town"
"43UCGB","West Ewell"
"43UCGC","Woodcote"
"43UDFY","Ash South and Tongham"
"43UDFZ","Ash Vale"
"43UDGA","Ash Wharf"
"43UDGB","Burpham"
"43UDGC","Christchurch"
"43UDGD","Clandon and Horsley"
"43UDGE","Effingham"
"43UDGF","Friary and St Nicolas"
"43UDGG","Holy Trinity"
"43UDGH","Lovelace"
"43UDGJ","Merrow"
"43UDGK","Normandy"
"43UDGL","Onslow"
"43UDGM","Pilgrims"
"43UDGN","Pirbright"
"43UDGP","Send"
"43UDGQ","Shalford"
"43UDGR","Stoke"
"43UDGS","Stoughton"
"43UDGT","Tillingbourne"
"43UDGU","Westborough"
"43UDGW","Worplesdon"
"43UEGA","Ashtead Common"
"43UEGB","Ashtead Park"
"43UEGC","Ashtead Village"
"43UEGD","Beare Green"
"43UEGE","Bookham North"
"43UEGF","Bookham South"
"43UEGG","Box Hill and Headley"
"43UEGH","Brockham, Betchworth and Buckland"
"43UEGJ","Capel, Leigh and Newdigate"
"43UEGK","Charlwood"
"43UEGL","Dorking North"
"43UEGM","Dorking South"
"43UEGN","Fetcham East"
"43UEGP","Fetcham West"
"43UEGQ","Holmwoods"
"43UEGR","Leatherhead North"
"43UEGS","Leatherhead South"
"43UEGT","Leith Hill"
"43UEGU","Mickleham, Westhumble and Pixham"
"43UEGW","Okewood"
"43UEGX","Westcott"
"43UFFU","Banstead Village"
"43UFFW","Chipstead, Hooley and Woodmansterne"
"43UFFX","Earlswood and Whitebushes"
"43UFFY","Horley Central"
"43UFFZ","Horley East"
"43UFGA","Horley West"
"43UFGB","Kingswood with Burgh Heath"
"43UFGC","Meadvale and St John's"
"43UFGD","Merstham"
"43UFGE","Nork"
"43UFGF","Preston"
"43UFGG","Redhill East"
"43UFGH","Redhill West"
"43UFGJ","Reigate Central"
"43UFGK","Reigate Hill"
"43UFGL","Salfords and Sidlow"
"43UFGM","South Park and Woodhatch"
"43UFGN","Tadworth and Walton"
"43UFGP","Tattenhams"
"43UGFQ","Addlestone Bourneside"
"43UGFR","Addlestone North"
"43UGFS","Chertsey Meads"
"43UGFT","Chertsey St Ann's"
"43UGFU","Chertsey South and Row Town"
"43UGFW","Egham Hythe"
"43UGFX","Egham Town"
"43UGFY","Englefield Green East"
"43UGFZ","Englefield Green West"
"43UGGA","Foxhills"
"43UGGB","New Haw"
"43UGGC","Thorpe"
"43UGGD","Virginia Water"
"43UGGE","Woodham"
"43UHFS","Ashford Common"
"43UHFT","Ashford East"
"43UHFU","Ashford North and Stanwell South"
"43UHFW","Ashford Town"
"43UHFX","Halliford and Sunbury West"
"43UHFY","Laleham and Shepperton Green"
"43UHFZ","Riverside and Laleham"
"43UHGA","Shepperton Town"
"43UHGB","Staines"
"43UHGC","Staines South"
"43UHGD","Stanwell North"
"43UHGE","Sunbury Common"
"43UHGF","Sunbury East"
"43UJFS","Bagshot"
"43UJFT","Bisley"
"43UJFU","Chobham"
"43UJFW","Frimley"
"43UJFX","Frimley Green"
"43UJFY","Heatherside"
"43UJFZ","Lightwater"
"43UJGA","Mytchett and Deepcut"
"43UJGB","Old Dean"
"43UJGC","Parkside"
"43UJGD","St Michaels"
"43UJGE","St Pauls"
"43UJGF","Town"
"43UJGG","Watchetts"
"43UJGH","West End"
"43UJGJ","Windlesham"
"43UKFY","Bletchingley and Nutfield"
"43UKFZ","Burstow, Horne and Outwood"
"43UKGA","Chaldon"
"43UKGB","Dormansland and Felcourt"
"43UKGC","Felbridge"
"43UKGD","Godstone"
"43UKGE","Harestone"
"43UKGF","Limpsfield"
"43UKGG","Lingfield and Crowhurst"
"43UKGH","Oxted North and Tandridge"
"43UKGJ","Oxted South"
"43UKGK","Portley"
"43UKGL","Queens Park"
"43UKGM","Tatsfield and Titsey"
"43UKGN","Valley"
"43UKGP","Warlingham East and Chelsham and Farleigh"
"43UKGQ","Warlingham West"
"43UKGR","Westway"
"43UKGS","Whyteleafe"
"43UKGT","Woldingham"
"43ULGF","Alfold, Cranleigh Rural and Ellens Green"
"43ULGG","Blackheath and Wonersh"
"43ULGH","Bramley, Busbridge and Hascombe"
"43ULGJ","Chiddingfold and Dunsfold"
"43ULGK","Cranleigh East"
"43ULGL","Cranleigh West"
"43ULGM","Elstead and Thursley"
"43ULGN","Ewhurst"
"43ULGP","Farnham Bourne"
"43ULGQ","Farnham Castle"
"43ULGR","Farnham Firgrove"
"43ULGS","Farnham Hale and Heath End"
"43ULGT","Farnham Moor Park"
"43ULGU","Farnham Shortheath and Boundstone"
"43ULGW","Farnham Upper Hale"
"43ULGX","Farnham Weybourne and Badshot Lea"
"43ULGY","Farnham Wrecclesham and Rowledge"
"43ULGZ","Frensham, Dockenfield and Tilford"
"43ULHA","Godalming Binscombe"
"43ULHB","Godalming Central and Ockford"
"43ULHC","Godalming Charterhouse"
"43ULHD","Godalming Farncombe and Catteshall"
"43ULHE","Godalming Holloway"
"43ULHF","Haslemere Critchmere and Shottermill"
"43ULHG","Haslemere East and Grayswood"
"43ULHH","Hindhead"
"43ULHJ","Milford"
"43ULHK","Shamley Green and Cranleigh North"
"43ULHL","Witley and Hambledon"
"43UMFS","Brookwood"
"43UMFT","Byfleet"
"43UMFU","Goldsworth East"
"43UMFW","Goldsworth West"
"43UMFX","Hermitage and Knaphill South"
"43UMFY","Horsell East and Woodham"
"43UMFZ","Horsell West"
"43UMGA","Kingfield and Westfield"
"43UMGB","Knaphill"
"43UMGC","Maybury and Sheerwater"
"43UMGD","Mayford and Sutton Green"
"43UMGE","Mount Hermon East"
"43UMGF","Mount Hermon West"
"43UMGG","Old Woking"
"43UMGH","Pyrford"
"43UMGJ","St John's and Hook Heath"
"43UMGK","West Byfleet"
"44UBFW","Arley and Whitacre"
"44UBFX","Atherstone Central"
"44UBFY","Atherstone North"
"44UBFZ","Atherstone South and Mancetter"
"44UBGA","Baddesley and Grendon"
"44UBGB","Coleshill North"
"44UBGC","Coleshill South"
"44UBGD","Curdworth"
"44UBGE","Dordon"
"44UBGF","Fillongley"
"44UBGG","Hartshill"
"44UBGH","Hurley and Wood End"
"44UBGJ","Kingsbury"
"44UBGK","Newton Regis and Warton"
"44UBGL","Polesworth East"
"44UBGM","Polesworth West"
"44UBGN","Water Orton"
"44UCFR","Abbey"
"44UCFS","Arbury"
"44UCFT","Attleborough"
"44UCFU","Bar Pool"
"44UCFW","Bede"
"44UCFX","Bulkington"
"44UCFY","Camp Hill"
"44UCFZ","Exhall"
"44UCGA","Galley Common"
"44UCGB","Heath"
"44UCGC","Kingswood"
"44UCGD","Poplar"
"44UCGE","St Nicolas"
"44UCGF","Slough"
"44UCGG","Weddington"
"44UCGH","Wem Brook"
"44UCGJ","Whitestone"
"44UDFZ","Admirals"
"44UDGA","Avon and Swift"
"44UDGB","Benn"
"44UDGC","Bilton"
"44UDGD","Brownsover North"
"44UDGE","Brownsover South"
"44UDGF","Caldecott"
"44UDGG","Dunchurch and Knightlow"
"44UDGH","Earl Craven and Wolston"
"44UDGJ","Eastlands"
"44UDGK","Fosse"
"44UDGL","Hillmorton"
"44UDGM","Lawford and King's Newnham"
"44UDGN","Leam Valley"
"44UDGP","New Bilton"
"44UDGQ","Newbold"
"44UDGR","Overslade"
"44UDGS","Paddox"
"44UDGT","Ryton-on-Dunsmore"
"44UDGU","Wolvey"
"44UEGN","Alcester"
"44UEGP","Aston Cantlow"
"44UEGQ","Bardon"
"44UEGR","Bidford and Salford"
"44UEGS","Brailes"
"44UEGT","Burton Dassett"
"44UEGU","Claverdon"
"44UEGW","Ettington"
"44UEGX","Fenny Compton"
"44UEGY","Harbury"
"44UEGZ","Henley"
"44UEHA","Kineton"
"44UEHB","Kinwarton"
"44UEHC","Long Compton"
"44UEHD","Long Itchington"
"44UEHE","Quinton"
"44UEHF","Sambourne"
"44UEHG","Shipston"
"44UEHH","Snitterfield"
"44UEHJ","Southam"
"44UEHK","Stockton and Napton"
"44UEHL","Stratford Alveston"
"44UEHM","Stratford Avenue and New Town"
"44UEHN","Stratford Guild and Hathaway"
"44UEHP","Stratford Mount Pleasant"
"44UEHQ","Studley"
"44UEHR","Tanworth"
"44UEHS","Tredington"
"44UEHT","Vale of the Red Horse"
"44UEHU","Welford"
"44UEHW","Wellesbourne"
"44UFFX","Abbey"
"44UFFY","Bishop's Tachbrook"
"44UFFZ","Brunswick"
"44UFGA","Budbrooke"
"44UFGB","Clarendon"
"44UFGC","Crown"
"44UFGD","Cubbington"
"44UFGE","Lapworth"
"44UFGF","Leek Wootton"
"44UFGG","Manor"
"44UFGH","Milverton"
"44UFGJ","Park Hill"
"44UFGK","Radford Semele"
"44UFGL","St John's"
"44UFGM","Stoneleigh"
"44UFGN","Warwick North"
"44UFGP","Warwick South"
"44UFGQ","Warwick West"
"44UFGR","Whitnash"
"44UFGS","Willes"
"45UBFQ","Buckingham"
"45UBFR","Churchill"
"45UBFS","Cokeham"
"45UBFT","Eastbrook"
"45UBFU","Hillside"
"45UBFW","Manor"
"45UBFX","Marine"
"45UBFY","Mash Barn"
"45UBFZ","Peverel"
"45UBGA","St Mary's"
"45UBGB","St Nicolas"
"45UBGC","Southlands"
"45UBGD","Southwick Green"
"45UBGE","Widewater"
"45UCGE","Aldwick East"
"45UCGF","Aldwick West"
"45UCGG","Angmering"
"45UCGH","Arundel"
"45UCGJ","Barnham"
"45UCGK","Beach"
"45UCGL","Bersted"
"45UCGM","Brookfield"
"45UCGN","East Preston with Kingston"
"45UCGP","Felpham East"
"45UCGQ","Felpham West"
"45UCGR","Ferring"
"45UCGS","Findon"
"45UCGT","Ham"
"45UCGU","Hotham"
"45UCGW","Marine"
"45UCGX","Middleton-on-Sea"
"45UCGY","Orchard"
"45UCGZ","Pagham and Rose Green"
"45UCHA","Pevensey"
"45UCHB","River"
"45UCHC","Rustington East"
"45UCHD","Rustington West"
"45UCHE","Walberton"
"45UCHF","Wick with Toddington"
"45UCHG","Yapton"
"45UDGM","Bosham"
"45UDGN","Boxgrove"
"45UDGP","Bury"
"45UDGQ","Chichester East"
"45UDGR","Chichester North"
"45UDGS","Chichester South"
"45UDGT","Chichester West"
"45UDGU","Donnington"
"45UDGW","Easebourne"
"45UDGX","East Wittering"
"45UDGY","Fernhurst"
"45UDGZ","Fishbourne"
"45UDHA","Funtington"
"45UDHB","Harting"
"45UDHC","Lavant"
"45UDHD","Midhurst"
"45UDHE","North Mundham"
"45UDHF","Petworth"
"45UDHG","Plaistow"
"45UDHH","Rogate"
"45UDHJ","Selsey North"
"45UDHK","Selsey South"
"45UDHL","Sidlesham"
"45UDHM","Southbourne"
"45UDHN","Stedham"
"45UDHP","Tangmere"
"45UDHQ","West Wittering"
"45UDHR","Westbourne"
"45UDHS","Wisborough Green"
"45UEFP","Bewbush"
"45UEFQ","Broadfield North"
"45UEFR","Broadfield South"
"45UEFS","Furnace Green"
"45UEFT","Gossops Green"
"45UEFU","Ifield"
"45UEFW","Langley Green"
"45UEFX","Maidenbower"
"45UEFY","Northgate"
"45UEFZ","Pound Hill North"
"45UEGA","Pound Hill South and Worth"
"45UEGB","Southgate"
"45UEGC","Three Bridges"
"45UEGD","Tilgate"
"45UEGE","West Green"
"45UFGC","Billingshurst and Shipley"
"45UFGD","Bramber, Upper Beeding and Woodmancote"
"45UFGE","Broadbridge Heath"
"45UFGF","Chanctonbury"
"45UFGG","Chantry"
"45UFGH","Cowfold, Shermanbury and West Grinstead"
"45UFGJ","Denne"
"45UFGK","Forest"
"45UFGL","Henfield"
"45UFGM","Holbrook East"
"45UFGN","Holbrook West"
"45UFGP","Horsham Park"
"45UFGQ","Itchingfield, Slinfold and Warnham"
"45UFGR","Nuthurst"
"45UFGS","Pulborough and Coldwatham"
"45UFGT","Roffey North"
"45UFGU","Roffey South"
"45UFGW","Rudgwick"
"45UFGX","Rusper and Colgate"
"45UFGY","Southwater"
"45UFGZ","Steyning"
"45UFHA","Trafalgar"
"45UGGH","Ardingly and Balcombe"
"45UGGJ","Ashurst Wood"
"45UGGK","Bolney"
"45UGGL","Burgess Hill Dunstall"
"45UGGM","Burgess Hill Franklands"
"45UGGN","Burgess Hill Leylands"
"45UGGP","Burgess Hill Meeds"
"45UGGQ","Burgess Hill St Andrews"
"45UGGR","Burgess Hill Victoria"
"45UGGS","Copthorne and Worth"
"45UGGT","Crawley Down and Turners Hill"
"45UGGU","Cuckfield"
"45UGGW","East Grinstead Ashplats"
"45UGGX","East Grinstead Baldwins"
"45UGGY","East Grinstead Herontye"
"45UGGZ","East Grinstead Imberhorne"
"45UGHA","East Grinstead Town"
"45UGHB","Hassocks"
"45UGHC","Haywards Heath Ashenground"
"45UGHD","Haywards Heath Bentswood"
"45UGHE","Haywards Heath Franklands"
"45UGHF","Haywards Heath Heath"
"45UGHG","Haywards Heath Lucastes"
"45UGHH","High Weald"
"45UGHJ","Hurstpierpoint and Downs"
"45UGHK","Lindfield"
"45UHFN","Broadwater"
"45UHFP","Castle"
"45UHFQ","Central"
"45UHFR","Durrington"
"45UHFS","Gaisford"
"45UHFT","Goring"
"45UHFU","Heene"
"45UHFW","Marine"
"45UHFX","Northbrook"
"45UHFY","Offington"
"45UHFZ","Salvington"
"45UHGA","Selden"
"45UHGB","Tarring"
"46UBGJ","Aldbourne"
"46UBGK","All Cannings"
"46UBGL","Bedwyn"
"46UBGM","Bishops Cannings"
"46UBGN","Bromham and Rowde"
"46UBGP","Burbage"
"46UBGQ","Cheverell"
"46UBGR","Collingbourne"
"46UBGS","Devizes East"
"46UBGT","Devizes North"
"46UBGU","Devizes South"
"46UBGW","Lavingtons"
"46UBGX","Ludgershall"
"46UBGY","Marlborough East"
"46UBGZ","Marlborough West"
"46UBHA","Milton Lilbourne"
"46UBHB","Netheravon"
"46UBHC","Ogbourne"
"46UBHD","Pewsey"
"46UBHE","Pewsey Vale"
"46UBHF","Potterne"
"46UBHG","Ramsbury"
"46UBHH","Roundway"
"46UBHJ","Seend"
"46UBHK","Shalbourne"
"46UBHL","Tidworth, Perham Down and Ludgershall South"
"46UBHM","Upavon"
"46UBHN","Urchfont"
"46UBHP","West Selkley"
"46UCGW","Ashton Keynes and Minety"
"46UCGX","Box"
"46UCGY","Bremhill"
"46UCGZ","Brinkworth and The Somerfords"
"46UCHA","Calne Abberd"
"46UCHB","Calne Chilvester"
"46UCHC","Calne Lickhill"
"46UCHD","Calne Marden"
"46UCHE","Calne Priestley"
"46UCHF","Calne Quemerford"
"46UCHG","Calne Without"
"46UCHH","Cepen Park"
"46UCHJ","Chippenham Allington"
"46UCHK","Chippenham Audley"
"46UCHL","Chippenham Avon"
"46UCHM","Chippenham Hill Rise"
"46UCHN","Chippenham London Road"
"46UCHP","Chippenham Monkton Park"
"46UCHQ","Chippenham Park"
"46UCHR","Chippenham Pewsham"
"46UCHS","Chippenham Redland"
"46UCHT","Chippenham Westcroft/Queens"
"46UCHU","Colerne"
"46UCHW","Corsham"
"46UCHX","Cricklade"
"46UCHY","Hilmarton"
"46UCHZ","Kington Langley"
"46UCJA","Kington St. Michael"
"46UCJB","Lacock with Neston and Gastard"
"46UCJC","Lyneham"
"46UCJD","Malmesbury"
"46UCJE","Nettleton"
"46UCJF","Pickwick"
"46UCJG","Purton"
"46UCJH","St. Paul Malmesbury Without and Sherston"
"46UCJJ","The Lydiards and Broad Town"
"46UCJK","Wootton Bassett North"
"46UCJL","Wootton Bassett South"
"46UDGP","Alderbury and Whiteparish"
"46UDGQ","Amesbury East"
"46UDGR","Amesbury West"
"46UDGS","Bemerton"
"46UDGT","Bishopdown"
"46UDGU","Bulford"
"46UDGW","Chalke Valley"
"46UDGX","Donhead"
"46UDGY","Downton and Redlynch"
"46UDGZ","Durrington"
"46UDHA","Ebble"
"46UDHB","Fisherton and Bemerton Village"
"46UDHC","Fonthill and Nadder"
"46UDHD","Harnham East"
"46UDHE","Harnham West"
"46UDHF","Knoyle"
"46UDHG","Laverstock"
"46UDHH","Lower Wylye and Woodford Valley"
"46UDHJ","St Edmund and Milford"
"46UDHK","St Mark and Stratford"
"46UDHL","St Martin and Milford"
"46UDHM","St Paul"
"46UDHN","Till Valley and Wylye"
"46UDHP","Tisbury and Fovant"
"46UDHQ","Upper Bourne, Idmiston and Winterbourne"
"46UDHR","Western and Mere"
"46UDHS","Wilton"
"46UDHT","Winterslow"
"46UFGF","Atworth and Whitley"
"46UFGG","Bradford-on-Avon North"
"46UFGH","Bradford-on-Avon South"
"46UFGJ","Dilton Marsh"
"46UFGK","Ethandune"
"46UFGL","Holt"
"46UFGM","Manor Vale"
"46UFGN","Melksham North"
"46UFGP","Melksham Spa"
"46UFGQ","Melksham Without"
"46UFGR","Melksham Woodrow"
"46UFGS","Mid Wylye Valley"
"46UFGT","Paxcroft"
"46UFGU","Shearwater"
"46UFGW","Southwick and Wingfield"
"46UFGX","Summerham"
"46UFGY","Trowbridge Adcroft"
"46UFGZ","Trowbridge College"
"46UFHA","Trowbridge Drynham"
"46UFHB","Trowbridge John of Gaunt"
"46UFHC","Trowbridge Park"
"46UFHD","Warminster East"
"46UFHE","Warminster West"
"46UFHF","Westbury Ham"
"46UFHG","Westbury Laverton"
"47UBFY","Alvechurch"
"47UBFZ","Beacon"
"47UBGA","Catshill"
"47UBGB","Charford"
"47UBGC","Drakes Cross and Walkers Heath"
"47UBGD","Furlongs"
